ZONEID,TIMESTAMP,TARGETVAR
1,20131212 21:00,0.276665717305638
1,20131212 22:00,0.28390188340352
1,20131212 23:00,0.200639034860914
1,20131213 0:00,0.203834220740281
1,20131213 1:00,0.250070474969692
1,20131213 2:00,0.20778121784723
1,20131213 3:00,0.207123383417691
1,20131213 4:00,0.207687246310457
1,20131213 5:00,0.275256080066549
1,20131213 6:00,0.185508875601389
1,20131213 7:00,0.177990786475155
1,20131213 8:00,0.159195561555064
1,20131213 9:00,0.143971428654256
1,20131213 10:00,0.148106378305037
1,20131213 11:00,0.190019728235326
1,20131213 12:00,0.144159382250342
1,20131213 13:00,0.0617423185765997
1,20131213 14:00,0.0503712059846985
1,20131213 15:00,0.0343012871627742
1,20131213 16:00,0.147166616638131
1,20131213 17:00,0.0612724366908927
1,20131213 18:00,0.00610844873038224
1,20131213 19:00,0.0257494574670835
1,20131213 20:00,0.0633399115162831
1,20131213 21:00,0.0258434363696343
1,20131213 22:00,0.0725495703802432
1,20131213 23:00,0.0899351559567377
1,20131214 0:00,0.0532844635744442
1,20131214 1:00,0.0993327684167837
1,20131214 2:00,0.0888074396414917
1,20131214 3:00,0.0641856953328924
1,20131214 4:00,0.106099050524451
1,20131214 5:00,0.151489516728235
1,20131214 6:00,0.158631702871313
1,20131214 7:00,0.154590731070829
1,20131214 8:00,0.155812418922849
1,20131214 9:00,0.131660556499956
1,20131214 10:00,0.122920776364942
1,20131214 11:00,0.109012308114197
1,20131214 12:00,0.0859881577975349
1,20131214 13:00,0.0353350235232154
1,20131214 14:00,0.0262193383005365
1,20131214 15:00,0.0106193013643193
1,20131214 16:00,0.0293205526431301
1,20131214 17:00,0.0262193393527905
1,20131214 18:00,0
1,20131214 19:00,0
1,20131214 20:00,0
1,20131214 21:00,0
1,20131214 22:00,0
1,20131214 23:00,0.00600565930571729
1,20131215 0:00,0.0166337732966586
1,20131215 1:00,0.0404097348409025
1,20131215 2:00,0.0539422969517293
1,20131215 3:00,0.0817592324009651
1,20131215 4:00,0.106850857543017
1,20131215 5:00,0.127337651148582
1,20131215 6:00,0.15778591800245
1,20131215 7:00,0.133070195843554
1,20131215 8:00,0.149703973349228
1,20131215 9:00,0.145475046900405
1,20131215 10:00,0.101212289646088
1,20131215 11:00,0.0556338666894557
1,20131215 12:00,0.046988061247976
1,20131215 13:00,0.0417254026477266
1,20131215 14:00,0.0791279009963325
1,20131215 15:00,0.0312000738724345
1,20131215 16:00,0.0225542705354627
1,20131215 17:00,0.028192837380138
1,20131215 18:00,0.0230241513689158
1,20131215 19:00,0.0192651047012911
1,20131215 20:00,0.0204838588693675
1,20131215 21:00,0.0139055293055323
1,20131215 22:00,0.0160699177696704
1,20131215 23:00,0.0202048663681973
1,20131216 0:00,0.024245842377697
1,20131216 1:00,0.0800676616109847
1,20131216 2:00,0.105911095876111
1,20131216 3:00,0.306080250955826
1,20131216 4:00,0.399492516872537
1,20131216 5:00,0.465181844130879
1,20131216 6:00,0.360398454047474
1,20131216 7:00,0.291513948275543
1,20131216 8:00,0.167465459804371
1,20131216 9:00,0.148012403611501
1,20131216 10:00,0.175453433973074
1,20131216 11:00,0.209002907803758
1,20131216 12:00,0.180716092573322
1,20131216 13:00,0.13325814943964
1,20131216 14:00,0.176769095466374
1,20131216 15:00,0.144159380145834
1,20131216 16:00,0.204680007713653
1,20131216 17:00,0.0922845580194953
1,20131216 18:00,0.0466121593170738
1,20131216 19:00,0.014660276321565
1,20131216 20:00,0.0457663733959566
1,20131216 21:00,0.0898411791586947
1,20131216 22:00,0.110140023377189
1,20131216 23:00,0.204022173284114
1,20131217 0:00,0.212667976621085
1,20131217 1:00,0.145756975190025
1,20131217 2:00,0.0856122516576169
1,20131217 3:00,0.0611784598928498
1,20131217 4:00,0.0852363507789686
1,20131217 5:00,0.136735266765389
1,20131217 6:00,0.183159472486377
1,20131217 7:00,0.207405311707313
1,20131217 8:00,0.264824729141553
1,20131217 9:00,0.243304194966531
1,20131217 10:00,0.250164453872242
1,20131217 11:00,0.341603224918366
1,20131217 12:00,0.38689971748087
1,20131217 13:00,0.330701994212172
1,20131217 14:00,0.249412643696915
1,20131217 15:00,0.321586307937239
1,20131217 16:00,0.294427206917542
1,20131217 17:00,0.337750205661715
1,20131217 18:00,0.29508503819032
1,20131217 19:00,0.315853769555791
1,20131217 20:00,0.29217177954832
1,20131217 21:00,0.197819748807942
1,20131217 22:00,0.0869279173599332
1,20131217 23:00,0.0598627920860256
1,20131218 0:00,0.0439808268601872
1,20131218 1:00,0
1,20131218 2:00,0
1,20131218 3:00,0.00750340702721794
1,20131218 4:00,0.0359928569005006
1,20131218 5:00,0.0410675671659336
1,20131218 6:00,0.0542242262936043
1,20131218 7:00,0.0596748395421936
1,20131218 8:00,0.0379663559801019
1,20131218 9:00,0.0474579452381909
1,20131218 10:00,0.123296681452606
1,20131218 11:00,0.171506431604855
1,20131218 12:00,0.144347334794174
1,20131218 13:00,0.157503986556067
1,20131218 14:00,0.263978945324944
1,20131218 15:00,0.423738365563757
1,20131218 16:00,0.185978755382588
1,20131218 17:00,0.113241235615275
1,20131218 18:00,0.136923220361475
1,20131218 19:00,0.180622118932041
1,20131218 20:00,0.233530677418821
1,20131218 21:00,0.237571652376068
1,20131218 22:00,0.178836572396272
1,20131218 23:00,0.0824170647259962
1,20131219 0:00,0.0545061545832254
1,20131219 1:00,0.0482097533090111
1,20131219 2:00,0.0609905052445099
1,20131219 3:00,0.0703881177045558
1,20131219 4:00,0.0576073657690571
1,20131219 5:00,0.21435954846332
1,20131219 6:00,0.0446386612897263
1,20131219 7:00,0.0173797097905772
1,20131219 8:00,0.0596748426989554
1,20131219 9:00,0.137111171853054
1,20131219 10:00,0.141903952776611
1,20131219 11:00,0.254017471024386
1,20131219 12:00,0.250258430670285
1,20131219 13:00,0.179400427923261
1,20131219 14:00,0.204867958152977
1,20131219 15:00,0.278451268050423
1,20131219 16:00,0.38144910949355
1,20131219 17:00,0.310027247010522
1,20131219 18:00,0.071985713801001
1,20131219 19:00,0.118127992284622
1,20131219 20:00,0.218776426403722
1,20131219 21:00,0.328258614299117
1,20131219 22:00,0.439244426754185
1,20131219 23:00,0.434545614210639
1,20131220 0:00,0.383422599102866
1,20131220 1:00,0.511512069897061
1,20131220 2:00,0.553801317549238
1,20131220 3:00,0.749647576747863
1,20131220 4:00,0.883281634431929
1,20131220 5:00,0.905835899706123
1,20131220 6:00,0.839958631478742
1,20131220 7:00,0.792876597641738
1,20131220 8:00,0.875011735130367
1,20131220 9:00,0.906117817473205
1,20131220 10:00,0.812517595855901
1,20131220 11:00,0.852833346532982
1,20131220 12:00,0.647683473769685
1,20131220 13:00,0.599285772125858
1,20131220 14:00,0.60717977265328
1,20131220 15:00,0.730852347618755
1,20131220 16:00,0.315289909819787
1,20131220 17:00,0.536321767801746
1,20131220 18:00,0.521661490427928
1,20131220 19:00,0.23475236737535
1,20131220 20:00,0.591673695679042
1,20131220 21:00,0.852363482535592
1,20131220 22:00,0.783291024219829
1,20131220 23:00,0.661967848160349
1,20131221 0:00,0.22648246596928
1,20131221 1:00,0.147542518569033
1,20131221 2:00,0.118973777153485
1,20131221 3:00,0.215487263726312
1,20131221 4:00,0.363687614620376
1,20131221 5:00,0.169908838665172
1,20131221 6:00,0.144065404400046
1,20131221 7:00,0.146132878173182
1,20131221 8:00,0.278921148883876
1,20131221 9:00,NA
1,20131221 10:00,0.0694483602466654
1,20131221 11:00,0.0201050169409989
1,20131221 12:00,0.0451085410709255
1,20131221 13:00,0.0308241698370244
1,20131221 14:00,0.0159759420238813
1,20131221 15:00,0.0184193219369358
1,20131221 16:00,0.0594868880506155
1,20131221 17:00,0.0508410847136437
1,20131221 18:00,0.0443567330001052
1,20131221 19:00,0.224133064958776
1,20131221 20:00,0.218306544518015
1,20131221 21:00,0.213983643375656
1,20131221 22:00,0.218400521316058
1,20131221 23:00,0.14744854177099
1,20131222 0:00,0.322432097015118
1,20131222 1:00,0.315101959380463
1,20131222 2:00,0.56883750001072
1,20131222 3:00,0.55173384903737
1,20131222 4:00,0.574570053123723
1,20131222 5:00,0.466027624790726
1,20131222 6:00,0.373931008792524
1,20131222 7:00,0.404661207092775
1,20131222 8:00,0.261065684578437
1,20131222 9:00,0.192745039594763
1,20131222 10:00,0.195376369947142
1,20131222 11:00,0.2431162424227
1,20131222 12:00,0.260595802692729
1,20131222 13:00,0.334367065134007
1,20131222 14:00,0.320646547322587
1,20131222 15:00,0.238511416147481
1,20131222 16:00,0.435485377982053
1,20131222 17:00,0.328540541536484
1,20131222 18:00,0.306832060078901
1,20131222 19:00,0.33088995096502
1,20131222 20:00,0.231839106628842
1,20131222 21:00,0.0840146587179335
1,20131222 22:00,0.141903951724358
1,20131222 23:00,0.21623906864037
1,20131223 0:00,0.249694570934282
1,20131223 1:00,0.31782726547863
1,20131223 2:00,0.331735731624868
1,20131223 3:00,0.189549850558635
1,20131223 4:00,0.255709042866621
1,20131223 5:00,0.220561975043999
1,20131223 6:00,0.194812514420153
1,20131223 7:00,0.149891923788552
1,20131223 8:00,0.149422045059607
1,20131223 9:00,0.0744290937140555
1,20131223 10:00,0.0546941050225495
1,20131223 11:00,0.09031105788764
1,20131223 12:00,0.0757447583641179
1,20131223 13:00,0.0723616188886651
1,20131223 14:00,0.0614603881824708
1,20131223 15:00,0.00505121764430325
1,20131223 16:00,0.00572373312060407
1,20131223 17:00,0.0377784023840159
1,20131223 18:00,0.0256554827735484
1,20131223 19:00,0.00017914202171788
1,20131223 20:00,0
1,20131223 21:00,0.000836974346749057
1,20131223 22:00,0.010243399433417
1,20131223 23:00,0.00920965991621397
1,20131224 0:00,0.0280988626866029
1,20131224 1:00,0.0423832360250117
1,20131224 2:00,0.0514049391883779
1,20131224 3:00,0.0969833653017721
1,20131224 4:00,0.104689405919584
1,20131224 5:00,0.0708580016947707
1,20131224 6:00,0.103467715963057
1,20131224 7:00,0.0328916446624149
1,20131224 8:00,0.00403510022358239
1,20131224 9:00,0
1,20131224 10:00,0
1,20131224 11:00,0
1,20131224 12:00,0
1,20131224 13:00,0.0108013812789958
1,20131224 14:00,0.0777182584959732
1,20131224 15:00,0.0577013425671001
1,20131224 16:00,0.0359928579527545
1,20131224 17:00,0.0558218192332878
1,20131224 18:00,0.081759231348711
1,20131224 19:00,0.100178553285647
1,20131224 20:00,0.155530494842244
1,20131224 21:00,0.117470163116352
1,20131224 22:00,0.101776147277584
1,20131224 23:00,0.206371577451379
1,20131225 0:00,0.268019910811905
1,20131225 1:00,0.408138321261762
1,20131225 2:00,0.437364890793326
1,20131225 3:00,0.773329547814763
1,20131225 4:00,0.665069063555196
1,20131225 5:00,0.41950943280141
1,20131225 6:00,0.733107779196994
1,20131225 7:00,0.627478604244726
1,20131225 8:00,0.479090294493307
1,20131225 9:00,0.202330605650896
1,20131225 10:00,0.0151095992700852
1,20131225 11:00,0
1,20131225 12:00,0.000728316501944295
1,20131225 13:00,0.0821351343318673
1,20131225 14:00,0.169720888225847
1,20131225 15:00,0.216990878815699
1,20131225 16:00,0.454468553341469
1,20131225 17:00,0.396955162265948
1,20131225 18:00,0.181279950204819
1,20131225 19:00,0.273752457611385
1,20131225 20:00,0.22911380473969
1,20131225 21:00,0.261159659271972
1,20131225 22:00,0.280800673269943
1,20131225 23:00,0.33577670552986
1,20131226 0:00,0.343670702900519
1,20131226 1:00,0.331265851843668
1,20131226 2:00,0.452870964610801
1,20131226 3:00,0.511418087837749
1,20131226 4:00,0.411145550388281
1,20131226 5:00,0.437834783201572
1,20131226 6:00,0.403251563540162
1,20131226 7:00,0.354008069661693
1,20131226 8:00,0.300911554422065
1,20131226 9:00,0.156752182694262
1,20131226 10:00,0.131284651412293
1,20131226 11:00,0.0787519927519066
1,20131226 12:00,0.0590170072171624
1,20131226 13:00,0.101870123023373
1,20131226 14:00,0.0709519753360519
1,20131226 15:00,0.0352410488296803
1,20131226 16:00,0.0557278445397526
1,20131226 17:00,0.0244337928170212
1,20131226 18:00,0.029132600099298
1,20131226 19:00,0.0353350245754693
1,20131226 20:00,0.0316699547058876
1,20131226 21:00,0.0420073288328398
1,20131226 22:00,0.0185132987349788
1,20131226 23:00,0.0921905812214523
1,20131227 0:00,0.039000094445051
1,20131227 1:00,0.066911003535568
1,20131227 2:00,0.095855651091034
1,20131227 3:00,0.120383419653844
1,20131227 4:00,0.118973775048977
1,20131227 5:00,0.242552385843458
1,20131227 6:00,0.267080157563029
1,20131227 7:00,0.25993796826319
1,20131227 8:00,0.269899439406986
1,20131227 9:00,0.224978849827639
1,20131227 10:00,0.311530866308924
1,20131227 11:00,0.316981484818783
1,20131227 12:00,0.371393661551711
1,20131227 13:00,0.288600688581289
1,20131227 14:00,0.200451083369337
1,20131227 15:00,0.123860536979594
1,20131227 16:00,0.353444218343721
1,20131227 17:00,0.58415560970957
1,20131227 18:00,0.556808551937025
1,20131227 19:00,0.699558303261802
1,20131227 20:00,0.767409061098499
1,20131227 21:00,0.778028365619579
1,20131227 22:00,0.539141040175418
1,20131227 23:00,0.293957331345359
1,20131228 0:00,0.605394216647225
1,20131228 1:00,0.780565731800962
1,20131228 2:00,0.789211517249618
1,20131228 3:00,0.620806296830594
1,20131228 4:00,0.795225987077448
1,20131228 5:00,0.857156251884357
1,20131228 6:00,0.866929796790669
1,20131228 7:00,0.847946586706874
1,20131228 8:00,0.779062104084528
1,20131228 9:00,0.814209176116166
1,20131228 10:00,0.679917288211577
1,20131228 11:00,0.653228064868571
1,20131228 12:00,0.533502478592012
1,20131228 13:00,0.536885620171974
1,20131228 14:00,0.415468459948672
1,20131228 15:00,0.452307096456766
1,20131228 16:00,0.420261246133499
1,20131228 17:00,0.345174322198921
1,20131228 18:00,0.200263129773251
1,20131228 19:00,0.164176296074707
1,20131228 20:00,0.0838267061741016
1,20131228 21:00,0.0437928764208631
1,20131228 22:00,0.0643736499812322
1,20131228 23:00,0.108260500043377
1,20131229 0:00,0.150643732911627
1,20131229 1:00,0.131566581806422
1,20131229 2:00,0.191053469857037
1,20131229 3:00,0.195094442709775
1,20131229 4:00,0.23353067952333
1,20131229 5:00,0.243962026239309
1,20131229 6:00,0.223851136669154
1,20131229 7:00,0.205807720872137
1,20131229 8:00,0.14857625913849
1,20131229 9:00,0.101870124075627
1,20131229 10:00,0.0821351364363752
1,20131229 11:00,0.0366506902777856
1,20131229 12:00,0.0248096989569391
1,20131229 13:00,0.00553871846973069
1,20131229 14:00,0
1,20131229 15:00,0
1,20131229 16:00,0
1,20131229 17:00,0.000449322948520093
1,20131229 18:00,0.0140024429442799
1,20131229 19:00,0.014472324829987
1,20131229 20:00,0
1,20131229 21:00,0
1,20131229 22:00,0
1,20131229 23:00,0
1,20131230 0:00,0.0175735370680726
1,20131230 1:00,0.0630579821744082
1,20131230 2:00,0.0899351559567377
1,20131230 3:00,0.115778590221864
1,20131230 4:00,0.14058828812655
1,20131230 5:00,0.117282206363505
1,20131230 6:00,0.116436421494641
1,20131230 7:00,0.104031574646807
1,20131230 8:00,0.129499103824269
1,20131230 9:00,0.0803495899006058
1,20131230 10:00,0.0596748405944475
1,20131230 11:00,0.0789399463479925
1,20131230 12:00,0.0641856942806385
1,20131230 13:00,0.0553519405043425
1,20131230 14:00,0.028568742467802
1,20131230 15:00,0.00281634710775986
1,20131230 16:00,0
1,20131230 17:00,0
1,20131230 18:00,0
1,20131230 19:00,0
1,20131230 20:00,0
1,20131230 21:00,0
1,20131230 22:00,0
1,20131230 23:00,0
1,20131231 0:00,0
1,20131231 1:00,0.0176528265058302
1,20131231 2:00,0.0496193958093704
1,20131231 3:00,0.0657832903770837
1,20131231 4:00,0.110046045526892
1,20131231 5:00,0.149516018700888
1,20131231 6:00,0.110515927412599
1,20131231 7:00,0.0693543813441146
1,20131231 8:00,0.0497133715551594
1,20131231 9:00,0.0799736869174496
1,20131231 10:00,0.0749929502932977
1,20131231 11:00,0.0765905463897429
1,20131231 12:00,0.0440748057627381
1,20131231 13:00,0.142937690189307
1,20131231 14:00,0.274598246689263
1,20131231 15:00,0.453622772681621
1,20131231 16:00,0.555586866189514
1,20131231 17:00,0.71957521498166
1,20131231 18:00,0.8454092499886
1,20131231 19:00,NA
1,20131231 20:00,NA
1,20131231 21:00,NA
1,20131231 22:00,NA
1,20131231 23:00,NA
1,20140101 0:00,NA
2,20131201 1:00,0.426855040500077
2,20131201 2:00,0.332010147286464
2,20131201 3:00,0.623042847353214
2,20131201 4:00,0.857149176879664
2,20131201 5:00,0.901044106537393
2,20131201 6:00,0.231365647644774
2,20131201 7:00,0.0218148590652493
2,20131201 8:00,0.269469812565558
2,20131201 9:00,0.0817603950557891
2,20131201 10:00,0.0402082901882093
2,20131201 11:00,0.0170452039145847
2,20131201 12:00,0.00392534730880355
2,20131201 13:00,0.042657214083827
2,20131201 14:00,0.130128809349121
2,20131201 15:00,0.23545012876078
2,20131201 16:00,0.327200712842279
2,20131201 17:00,0.306380454923044
2,20131201 18:00,0.28294330236218
2,20131201 19:00,0.313939405811553
2,20131201 20:00,0.301712472091883
2,20131201 21:00,0.238137755743362
2,20131201 22:00,0.139995223015584
2,20131201 23:00,0.0924136455717745
2,20131202 0:00,0.121332140510549
2,20131202 1:00,0.102120924242955
2,20131202 2:00,0.0725216832435662
2,20131202 3:00,0.0340727232588315
2,20131202 4:00,0.0269646617874218
2,20131202 5:00,0.0447701810423821
2,20131202 6:00,0.104074758582388
2,20131202 7:00,0.102315424814673
2,20131202 8:00,0.157871467483016
2,20131202 9:00,0.165448099377624
2,20131202 10:00,0.138943162758031
2,20131202 11:00,0.217777227744276
2,20131202 12:00,0.256650550884643
2,20131202 13:00,0.203419644871871
2,20131202 14:00,0.182802729215484
2,20131202 15:00,0.244582754536415
2,20131202 16:00,0.270283174488467
2,20131202 17:00,0.27429692920392
2,20131202 18:00,0.140172041393124
2,20131202 19:00,0.129280087790175
2,20131202 20:00,0.0900796541561941
